GENE	ENSG	STRAND	CHROM	START	STOP
AC073188.1	ENSG00000268181	-1	7	62858414	62858860
AC091153.4	ENSG00000235085	1	17	4578674	4600126
DENND6B	ENSG00000205593	-1	22	50747459	50765489
JAG2	ENSG00000184916	-1	14	105607318	105635161
TAS2R13	ENSG00000273105	-1	HG1133_PATCH	11060525	11062161
ZNF727	ENSG00000257482	1	7	63505821	63538927
SLC6A17	ENSG00000197106	1	1	110693108	110744824
RP11-314A20.2	ENSG00000244184	1	17	4607525	4608824
PRH2	ENSG00000273050	1	HG1133_PATCH	11081835	11084940
PCDHA3	ENSG00000255408	1	5	140180783	140391929
RP11-314A20.1	ENSG00000213939	-1	17	4608111	4608512
ZNF679	ENSG00000197123	1	7	63688852	63727309
IPO4	ENSG00000196497	-1	14	24649425	24658170
TAS2R14	ENSG00000262103	-1	HG1133_PATCH	11090005	11320458
RP11-314A20.5	ENSG00000261898	-1	17	4635051	4635666
BPI	ENSG00000101425	1	20	36888551	36965907
RP11-81A22.5	ENSG00000262165	-1	17	4704454	4710308
ATP6V0CP1	ENSG00000230201	-1	17	4760052	4760669
DAPK3	ENSG00000167657	-1	19	3958451	3971121
TAS2R50	ENSG00000272952	-1	HG1133_PATCH	11138512	11139511
ZNF736	ENSG00000234444	1	7	63767837	63815238
PCDHA4	ENSG00000204967	1	5	140186659	140391929
TAS2R20	ENSG00000272873	-1	HG1133_PATCH	11149094	11150474
ZNF618	ENSG00000157657	1	9	116638562	116818871
TAS2R19	ENSG00000262393	-1	HG1133_PATCH	11174217	11175218
RN7SL171P	ENSG00000263599	1	17	4778921	4779205
RN7SL784P	ENSG00000264113	1	17	4786270	4786591
RP5-1050D4.3	ENSG00000262429	1	17	4871290	4872117
GNRHR	ENSG00000109163	-1	4	68605046	68620078
CASP9	ENSG00000132906	-1	1	15817327	15853029
TAS2R31	ENSG00000262379	-1	HG1133_PATCH	11183296	11184316
RP5-1050D4.2	ENSG00000234203	1	17	4876146	4877976
ARHGEF3	ENSG00000163947	-1	3	56761446	57113357
TAS2R46	ENSG00000262889	-1	HG1133_PATCH	11216134	11217063
RP5-1050D4.4	ENSG00000262678	1	17	4889761	4890619
TAS2R30	ENSG00000262908	-1	HG1133_PATCH	11281895	11283582
RP11-463D19.2	ENSG00000258677	-1	8	74600926	74791089
AC004771.1	ENSG00000203562	1	17	4890302	4890972
PCDHA5	ENSG00000204965	1	5	140201222	140391929
RP5-1050D4.5	ENSG00000262227	1	17	4891001	4891741
NLRP6	ENSG00000174885	1	11	278365	285359
RP11-144O23.8	ENSG00000272868	-1	HG1133_PATCH	10983673	10984615
AC109333.10	ENSG00000227495	-1	17	4922509	4923388
RP11-766F14.2	ENSG00000248713	-1	4	100557686	100575805
RASD1	ENSG00000108551	-1	17	17397751	17399709
TAS2R12	ENSG00000272590	-1	HG1133_PATCH	11047542	11048481
RP11-46I8.1	ENSG00000262495	1	17	4963651	4965418
TAS2R15	ENSG00000273191	-1	HG1133_PATCH	11117024	11117951
TAS2R63P	ENSG00000262431	-1	HG1133_PATCH	11201237	11202161
CH17-93H22.3	ENSG00000262324	-1	HG1133_PATCH	11232340	11233269
KCNC4	ENSG00000116396	1	1	110753965	110825722
GOLGA6L4	ENSG00000184206	1	15	84904525	84914120
RP11-46I8.3	ENSG00000262693	-1	17	4978973	4981408
CH17-93H22.2	ENSG00000262233	-1	HG1133_PATCH	11245762	11246691
DAPP1	ENSG00000070190	1	4	100737990	100791311
FBXL13	ENSG00000161040	-1	7	102453308	102715286
SETD6	ENSG00000103037	1	16	58549383	58554431
LILRA6	ENSG00000244482	-1	19	54720737	54746649
AC012146.7	ENSG00000234327	1	17	5014763	5017674
EPHA10	ENSG00000183317	-1	1	38179552	38230805
C5orf45	ENSG00000161010	-1	5	179261436	179289173
AMBP	ENSG00000106927	-1	9	116822407	116840752
TAS2R18	ENSG00000261885	-1	HG1133_PATCH	11307670	11308579
ZFYVE27	ENSG00000155256	1	10	99496878	99520664
PCDHA6	ENSG00000081842	1	5	140207563	140391929
U6	ENSG00000262042	1	HG1133_PATCH	11311985	11312049
RP11-785H5.2	ENSG00000263019	-1	HG1133_PATCH	11314975	11320238
RP11-785H5.1	ENSG00000262396	1	HG1133_PATCH	11320249	11320450
PLEKHG6	ENSG00000008323	1	12	6419602	6437672
UBE2W	ENSG00000104343	-1	8	74692332	74791145
C3orf70	ENSG00000187068	-1	3	184795838	184870802
NSMCE2	ENSG00000156831	1	8	126103921	126379362
PCDHA7	ENSG00000204963	1	5	140213969	140391929
C12orf39	ENSG00000134548	1	12	21679241	21690311
PLXNA1	ENSG00000114554	1	3	126707437	126756235
KLF2	ENSG00000127528	1	19	16435628	16438685
ACSM2A	ENSG00000183747	1	16	20462783	20498991
KIF12	ENSG00000136883	-1	9	116848406	116861507
TNXB	ENSG00000206258	-1	HSCHR6_MHC_MCF	32085376	32161818
RBM15	ENSG00000162775	1	1	110881128	110889299
ZSCAN2	ENSG00000176371	1	15	85144217	85171027
PCDHA8	ENSG00000204962	1	5	140220907	140391929
GYS2	ENSG00000111713	-1	12	21689123	21757781
MANEAL	ENSG00000185090	1	1	38259474	38266809
DNAJC16	ENSG00000116138	1	1	15853308	15918874
EHHADH	ENSG00000113790	-1	3	184908412	184999778
AC104841.2	ENSG00000268485	1	2	242167319	242168850
LAMTOR3	ENSG00000109270	-1	4	100799493	100815647
KBTBD4	ENSG00000231880	1	11	47599277	47599823
RP11-673D15.9	ENSG00000262829	-1	HSCHR12_2_CTG2	11267953	11268873
RP11-673D15.8	ENSG00000261936	-1	HSCHR12_2_CTG2	11281388	11282317
PCDHA9	ENSG00000204961	1	5	140227048	140391929
TAS2R18	ENSG00000261853	-1	HSCHR12_2_CTG2	11343332	11344241
ZBTB11	ENSG00000066422	-1	3	101367733	101396339
FAM180B	ENSG00000196666	1	11	47608198	47610746
U6	ENSG00000263128	1	HSCHR12_2_CTG2	11347647	11347711
RP11-785H5.2	ENSG00000262531	-1	HSCHR12_2_CTG2	11350637	11355900
RP11-785H5.1	ENSG00000262986	1	HSCHR12_2_CTG2	11355911	11356112
HLA-F	ENSG00000137403	1	HSCHR6_MHC_COX	29684537	29700280
ZNF680	ENSG00000173041	-1	7	63980262	64023484
AP003041.2	ENSG00000267981	1	11	129936836	129944012
C1QTNF4	ENSG00000172247	-1	11	47611216	47616211
TMPRSS11D	ENSG00000153802	-1	4	68686594	68749750
PCDHA10	ENSG00000250120	1	5	140235595	140391929
RPL24	ENSG00000114391	-1	3	101399935	101405626
LBP	ENSG00000129988	1	20	36974759	37005665
HIBADH	ENSG00000106049	-1	7	27565061	27702614
RP1-4G17.5	ENSG00000262302	-1	17	7150148	7165408
SUPT5H	ENSG00000196235	1	19	39926796	39967310
TRIB1	ENSG00000173334	1	8	126442563	126450647
AC005609.1	ENSG00000249034	-1	5	140240341	140243224
AGMAT	ENSG00000116771	-1	1	15898848	15911605
ZNF107	ENSG00000196247	1	7	64126511	64171404
SGCE	ENSG00000127990	-1	7	94214542	94285521
PCDHA11	ENSG00000249158	1	5	140248689	140391929
MTCH2	ENSG00000109919	-1	11	47638867	47664175
EEF2	ENSG00000167658	-1	19	3976054	3985467
COL27A1	ENSG00000196739	1	9	116917840	117074791
PEMT	ENSG00000133027	-1	17	17408877	17495022
CUX1	ENSG00000259938	1	HG115_PATCH	101459219	101927238
DDI2	ENSG00000197312	1	1	15943995	15995539
DNAJB14	ENSG00000164031	-1	4	100817405	100867883
SLC16A4	ENSG00000168679	-1	1	110905470	110933704
TMPRSS11A	ENSG00000187054	-1	4	68775103	68829858
DDHD1	ENSG00000100523	-1	14	53510686	53620000
RSC1A1	ENSG00000215695	1	1	15986364	15988217
RP11-46I8.4	ENSG00000262855	-1	17	5030035	5030305
AP000974.1	ENSG00000215504	-1	11	85563600	85565986
LDHB	ENSG00000111716	-1	12	21788276	21910791
RP11-333E1.1	ENSG00000261879	1	17	5095379	5151364
ATF6B	ENSG00000168468	-1	HSCHR6_MHC_DBB	32041705	32071805
WDR73	ENSG00000177082	-1	15	85185999	85197574
RP11-333E1.2	ENSG00000263164	-1	17	5143803	5144838
RP11-420A6.2	ENSG00000263220	-1	17	5267610	5274921
FAM84B	ENSG00000168672	-1	8	127564687	127570638
CTC-524C5.2	ENSG00000263272	-1	17	5328459	5336196
PIAS4	ENSG00000105229	1	19	4007644	4039384
ELP5	ENSG00000170291	1	17	7154735	7163259
POU5F1B	ENSG00000212993	1	8	128426535	128432311
TCEB1	ENSG00000154582	-1	8	74851404	74884522
CCDC83	ENSG00000150676	1	11	85566144	85631064
TMEM89	ENSG00000183396	-1	3	48658192	48659288
AC137056.1	ENSG00000267824	1	16	20499024	20500981
MYC	ENSG00000136997	1	8	128747680	128753674
STAT3	ENSG00000168610	-1	17	40465342	40540586
USP36	ENSG00000055483	-1	17	76783463	76837523
ORM1	ENSG00000229314	1	9	117085336	117088755
LAMTOR5	ENSG00000134248	-1	1	110943871	110950564
TMEM75	ENSG00000256655	-1	8	128959126	128960591
LILRB5	ENSG00000105609	-1	19	54754263	54761164
TMPRSS11F	ENSG00000198092	-1	4	68918916	68995598
ENTPD5	ENSG00000187097	-1	14	74424713	74486102
GSDMC	ENSG00000147697	-1	8	130760442	130799134
ZNF138	ENSG00000197008	1	7	64254766	64294054
TMPRSS11BNL	ENSG00000226894	-1	4	69054242	69083798
APLP2	ENSG00000084234	1	11	129939732	130014699
PCDHA12	ENSG00000251664	1	5	140255058	140391929
ATHL1	ENSG00000142102	1	11	289135	296107
PROK1	ENSG00000143125	1	1	110993822	110999976
EPS15L1	ENSG00000127527	-1	19	16466050	16582896
TMPRSS11B	ENSG00000185873	-1	4	69092371	69111438
CPA5	ENSG00000158525	1	7	129984630	130008571
ORM2	ENSG00000228278	1	9	117092149	117095532
H2AFZ	ENSG00000164032	-1	4	100869243	100871545
KCNA10	ENSG00000143105	-1	1	111059839	111061797
PPP6R2	ENSG00000100239	1	22	50781733	50883514
PLEKHM2	ENSG00000116786	1	1	16010827	16061264
GOLGA4	ENSG00000144674	1	3	37284668	37408242
KCNJ8	ENSG00000121361	-1	12	21917889	21928515
CEP97	ENSG00000182504	1	3	101442769	101489406
TRPC5	ENSG00000072315	-1	X	111017543	111326004
PCDHA13	ENSG00000239389	1	5	140261793	140391929
IFITM5	ENSG00000206013	-1	11	298200	299526
ACSM2B	ENSG00000066813	-1	16	20547548	20587749
KCNA2	ENSG00000177301	-1	1	111136202	111174096
IFITM2	ENSG00000185201	1	11	307631	315272
TMEM70	ENSG00000175606	1	8	74884672	74895018
2-Sep	ENSG00000168385	1	2	242254515	242293442
SFTA2	ENSG00000196260	-1	6	30899130	30899952
KCNA3	ENSG00000177272	-1	1	111214310	111217655
IFITM1	ENSG00000185885	1	11	313506	315272
PCDHAC1	ENSG00000248383	1	5	140306302	140391929
IFITM3	ENSG00000142089	-1	11	319669	327537
CD53	ENSG00000143119	1	1	111415775	111442550
FKBPL	ENSG00000224200	-1	HSCHR6_MHC_DBB	32072259	32073843
AC016586.1	ENSG00000205147	-1	19	4041127	4043154
RAI1	ENSG00000108557	1	17	17584787	17714767
UBXN4	ENSG00000144224	1	2	136499189	136542625
RALGAPB	ENSG00000170471	1	20	37101459	37207504
ZBTB7A	ENSG00000178951	-1	19	4044362	4066943
AGBL2	ENSG00000165923	-1	11	47681143	47736941
B4GALNT4	ENSG00000182272	1	11	369796	382116
C3orf56	ENSG00000214324	1	3	126911974	126917025
SEMA4A	ENSG00000196189	1	1	156117157	156147543
PRRT1	ENSG00000225141	-1	HSCHR6_MHC_DBB	32091910	32097926
MYO3B	ENSG00000071909	1	2	171034655	171511681
YRDC	ENSG00000196449	-1	1	38268616	38273857
LRIF1	ENSG00000121931	-1	1	111489807	111506701
CENPBD1	ENSG00000177946	-1	16	90036206	90038942
ABCC9	ENSG00000069431	-1	12	21950335	22094336
NXPE3	ENSG00000144815	1	3	101498046	101547073
C1orf122	ENSG00000197982	1	1	38272651	38275126
YTHDC1	ENSG00000083896	-1	4	69176105	69215807
MAP2K2	ENSG00000126934	-1	19	4090319	4124126
FAM49B	ENSG00000153310	-1	8	130851839	131029375
DBNDD1	ENSG00000003249	-1	16	90071273	90086536
PCDHAC2	ENSG00000243232	1	5	140345820	140391936
MAP3K13	ENSG00000073803	1	3	185000729	185206885
DPCR1	ENSG00000168631	1	6	30908749	30921998
AKNA	ENSG00000106948	-1	9	117096436	117156685
MTF1	ENSG00000188786	-1	1	38275239	38325292
LRRC17	ENSG00000128606	1	7	102553438	102585396
NMB	ENSG00000197696	-1	15	85198360	85201794
MUC21	ENSG00000204544	1	6	30951495	30957680
SLC26A6	ENSG00000225697	-1	3	48663156	48672926
AL929472.1	ENSG00000230610	-1	1	38292232	38293886
CTC-241N9.1	ENSG00000245317	1	5	179286013	179288283
TPRA1	ENSG00000163870	-1	3	127291912	127317094
PKP3	ENSG00000184363	1	11	392614	404908
DRAM2	ENSG00000156171	-1	1	111659955	111682838
ZCCHC16	ENSG00000187823	1	X	111697727	111700473
MUC22	ENSG00000261272	1	6	30978251	31003179
KIAA1033	ENSG00000136051	1	12	105501102	105562912
C6orf15	ENSG00000204542	-1	6	31079000	31080336
SBF1	ENSG00000100241	-1	22	50883429	50913454
LHFPL1	ENSG00000182508	-1	X	111873876	111923375
PEG10	ENSG00000242265	1	7	94285637	94299007
PICALM	ENSG00000073921	-1	11	85668727	85780924
DDIT4L	ENSG00000145358	-1	4	101107027	101111939
SEC11A	ENSG00000140612	-1	15	85212775	85259947
TLCD2	ENSG00000185561	-1	17	1611064	1613732
PSORS1C1	ENSG00000204540	1	6	31082527	31107869
LY96	ENSG00000154589	1	8	74903587	74941322
CTC-524C5.5	ENSG00000262099	1	17	5372412	5373680
RNU7-31P	ENSG00000253071	-1	17	5417529	5417590
CTB-162E12.1	ENSG00000262961	1	17	5633609	5634405
ACSM3	ENSG00000005187	1	16	20621565	20808903
PPT2	ENSG00000228116	1	HSCHR6_MHC_DBB	32096994	32101885
RP11-960B9.2	ENSG00000262231	-1	17	6092681	6093861
RNU6-1264P	ENSG00000206618	1	17	6110483	6110589
BTF3P14	ENSG00000262609	-1	17	6225733	6226548
RP11-636N17.1	ENSG00000262818	1	17	6321005	6321584
LILRB2	ENSG00000131042	-1	19	54777675	54785039
ARMC10	ENSG00000170632	1	7	102715328	102740205
RNA5SP435	ENSG00000200914	-1	17	6504264	6504371
AC004706.1	ENSG00000256806	1	17	6555059	6556617
NUDT14	ENSG00000183828	-1	14	105639275	105647660
ABCG5	ENSG00000138075	-1	2	44039611	44066004
ADIG	ENSG00000182035	1	20	37209838	37217106
EMCN	ENSG00000164035	-1	4	101316498	101801283
TBC1D9B	ENSG00000197226	-1	5	179289066	179334859
TAX1BP1	ENSG00000106052	1	7	27778950	27884183
INPP5B	ENSG00000204084	-1	1	38326369	38412729
ELOVL7	ENSG00000164181	-1	5	60047618	60140216
AC004466.1	ENSG00000268069	1	12	48178706	48179787
ARHGAP40	ENSG00000124143	1	20	37230577	37279678
PCDHB1	ENSG00000171815	1	5	140430979	140433512
CMYA5	ENSG00000164309	1	5	78985700	79096063
GAS8	ENSG00000141013	1	16	90086037	90111383
PCDHB2	ENSG00000112852	1	5	140474227	140476962
AMOT	ENSG00000126016	-1	X	112017731	112084043
CEPT1	ENSG00000134255	1	1	111682249	111727724
DFNB31	ENSG00000095397	-1	9	117164360	117267730
SLC32A1	ENSG00000101438	1	20	37353105	37358015
PCDHB3	ENSG00000113205	1	5	140480234	140483406
CLDN7	ENSG00000181885	-1	17	7163222	7167302
ZNF273	ENSG00000198039	1	7	64330550	64391344
CTC-281F24.1	ENSG00000261996	-1	17	6556783	6558328
SLC25A44	ENSG00000160785	1	1	156163880	156182587
MIR4520A	ENSG00000264468	-1	17	6558759	6558828
PCDHB4	ENSG00000081818	1	5	140501581	140505201
CTC-281F24.2	ENSG00000262990	-1	17	6653004	6653297
SLC25A34	ENSG00000162461	1	1	16062900	16067891
ACTR5	ENSG00000101442	1	20	37377085	37400834
RPL23AP73	ENSG00000244283	1	17	6653037	6653507
CREB3L3	ENSG00000060566	1	19	4153598	4173051
PCDHB5	ENSG00000113209	1	5	140514800	140517703
KRTAP9-2	ENSG00000263090	1	HSCHR17_5_CTG4	39382900	39383904
GAS2L3	ENSG00000139354	1	12	100967461	101022064
TMEM82	ENSG00000162460	1	1	16068917	16074477
PNMA5	ENSG00000198883	-1	X	152157368	152162671
KRTAP9-3	ENSG00000262749	1	HSCHR17_5_CTG4	39388714	39389705
AC011500.1	ENSG00000213922	1	19	39930212	39932082
KRTAP9-4	ENSG00000262512	1	HSCHR17_5_CTG4	39405871	39406837
PPP1R9A	ENSG00000158528	1	7	94536514	94925727
LCT	ENSG00000115850	-1	2	136545410	136594750
ATF6B	ENSG00000228628	-1	HSCHR6_MHC_MCF	32142344	32172461
ALOX12P2	ENSG00000262943	1	17	6757180	6857426
RP11-206C20.2	ENSG00000267728	1	HSCHR17_5_CTG4	39411573	39412558
RP11-206C20.1	ENSG00000267635	1	HSCHR17_5_CTG4	39421610	39422134
FNBP4	ENSG00000109920	-1	11	47738072	47788995
ATP6V1G1	ENSG00000136888	1	9	117350026	117360653
PNMA3	ENSG00000183837	1	X	152224766	152228827
JPH1	ENSG00000104369	-1	8	75146935	75233563
CDSN	ENSG00000204539	-1	6	31082867	31088223
ZNF592	ENSG00000166716	1	15	85291866	85349659
ZNF707	ENSG00000261516	1	HG104_HG975_PATCH	144766622	144796068
PNMA6C	ENSG00000235961	1	X	152240819	152243399
VDR	ENSG00000111424	-1	12	48235320	48336831
PSORS1C2	ENSG00000204538	-1	6	31105313	31107127
SH2B2	ENSG00000259885	1	HG115_PATCH	101928441	101964991
C9orf91	ENSG00000157693	1	9	117373486	117408702
CNOT1	ENSG00000125107	-1	16	58553855	58663790
KRTAP29-1	ENSG00000262218	-1	HSCHR17_5_CTG4	39447756	39448781
ABC9-43961700F1.1	ENSG00000267208	1	HSCHR17_5_CTG4	39394253	39394717
PMF1-BGLAP	ENSG00000260238	1	1	156182773	156213123
KRTAP9-10P	ENSG00000263103	1	HSCHR17_5_CTG4	39426534	39426740
FBLIM1	ENSG00000162458	1	1	16083102	16113089
SF3A3	ENSG00000183431	-1	1	38422647	38456593
SPATA12	ENSG00000186451	1	3	57094469	57109460
PRKRIP1	ENSG00000261283	1	HG115_PATCH	102007152	102069956
C3orf35	ENSG00000198590	1	3	37427760	37476988
TNFRSF1A	ENSG00000067182	-1	12	6437923	6451280
FKBPL	ENSG00000223666	-1	HSCHR6_MHC_MCF	32172915	32174499
PPP1R16B	ENSG00000101445	1	20	37434348	37551667
SREBF1	ENSG00000072310	-1	17	17713713	17740325
DENND2D	ENSG00000162777	-1	1	111729796	111747157
SIGIRR	ENSG00000185187	-1	11	405716	417455
TNFSF15	ENSG00000181634	-1	9	117546915	117568406
GDAP1	ENSG00000104381	1	8	75233365	75401107
PCDHB6	ENSG00000113211	1	5	140529683	140532868
TNFSF8	ENSG00000106952	-1	9	117656003	117692697
PCDHB17	ENSG00000255622	1	5	140535577	140538639
ENPP3	ENSG00000154269	1	6	131949582	132068553
MTX3	ENSG00000177034	-1	5	79275584	79287082
PRRT1	ENSG00000227122	-1	HSCHR6_MHC_MCF	32192562	32198576
PCDHB7	ENSG00000113212	1	5	140552243	140555957
ERCC8	ENSG00000049167	-1	5	60169658	60240900
CCDC176	ENSG00000119636	1	14	74486056	74549566
PCDHB8	ENSG00000120322	1	5	140557371	140560081
JAZF1	ENSG00000153814	-1	7	27870192	28220362
RP11-530N7.2	ENSG00000262503	-1	17	6830791	6831510
ALPK3	ENSG00000136383	1	15	85359911	85416713
RP11-530N7.3	ENSG00000263316	-1	17	6857417	6882279
PCDHB16	ENSG00000196963	1	5	140560980	140565793
RP11-589P10.7	ENSG00000267047	-1	17	6888813	6922733
CTA-305I2.1	ENSG00000261535	-1	HG115_PATCH	101796635	101797743
HTR2C	ENSG00000147246	1	X	113818551	114144624
RP11-589P10.5	ENSG00000262089	-1	17	6897961	6898508
ANO4	ENSG00000151572	1	12	101111304	101522419
CTA-305I2.2	ENSG00000260294	1	HG115_PATCH	101816779	101818248
MIR497HG	ENSG00000267532	-1	17	6919137	6922978
PCDHB10	ENSG00000120324	1	5	140571942	140575215
NFKBIZ	ENSG00000144802	1	3	101546835	101579866
ADM2	ENSG00000128165	1	22	50919985	50924869
ASAP1	ENSG00000153317	-1	8	131064353	131455906
SNORA48	ENSG00000262778	-1	HG115_PATCH	101837356	101837444
AC005088.2	ENSG00000266484	-1	HG115_PATCH	101881601	101881686
AC091390.1	ENSG00000263739	1	HG115_PATCH	101936383	101936467
CTA-313A17.2	ENSG00000261518	-1	HG115_PATCH	101970536	101972810
PCDHB11	ENSG00000197479	1	5	140579183	140582618
Y_RNA	ENSG00000263152	1	HG115_PATCH	101980149	101980250
SPEN	ENSG00000065526	1	1	16174359	16266955
CTA-313A17.3	ENSG00000259965	1	HG115_PATCH	101980596	101982395
FAM83D	ENSG00000101447	1	20	37554955	37581703
TMPRSS11E	ENSG00000087128	1	4	69313167	69363322
CTD-2545G14.2	ENSG00000262067	1	17	6962253	6962523
ST14	ENSG00000149418	1	11	130029457	130080271
SPDYE6	ENSG00000260097	-1	HG115_PATCH	101991668	101998241
BMP4	ENSG00000125378	-1	14	54416454	54425479
RPL7AP64	ENSG00000213876	1	17	7044249	7044911
MIR324	ENSG00000199053	-1	17	7126616	7126698
SIRT6	ENSG00000077463	-1	19	4174106	4182601
NUP160	ENSG00000030066	-1	11	47799639	47870107
MIOX	ENSG00000100253	1	22	50925213	50929077
RP11-758M4.1	ENSG00000254349	1	8	75512010	75735548
ITGA9	ENSG00000144668	1	3	37493606	37865005
ZNF117	ENSG00000152926	-1	7	64432154	64467062
THBS4	ENSG00000113296	1	5	79287134	79379110
ERV3-1	ENSG00000213462	-1	7	64451187	64467121
PCDHB12	ENSG00000120328	1	5	140588269	140591696
PMF1	ENSG00000160783	1	1	156182784	156212874
PNMA6A	ENSG00000224201	1	X	152240839	152340864
PCDHB13	ENSG00000187372	1	5	140593509	140596993
CPA1	ENSG00000091704	1	7	130020180	130027955
IL13RA2	ENSG00000123496	-1	X	114238538	114254540
Y_RNA	ENSG00000202251	-1	17	7169374	7169485
CTA-313A17.5	ENSG00000259875	1	HG115_PATCH	101996513	101998642
RP1-4G17.2	ENSG00000263342	-1	17	7186266	7187390
AC026954.6	ENSG00000224647	1	17	7233771	7238732
WDR81	ENSG00000167716	1	17	1619817	1641893
TIMM50	ENSG00000105197	1	19	39971052	39984422
SLC2A4	ENSG00000181856	1	17	7184986	7191576
PCDHB14	ENSG00000120327	1	5	140602931	140605858
ZNF92	ENSG00000146757	1	7	64838712	64866038
RP11-163E9.2	ENSG00000261073	1	HG115_PATCH	102007442	102023913
ABCG8	ENSG00000143921	1	2	44066103	44105605
EED	ENSG00000074266	1	11	85955586	85989855
RP11-542C16.1	ENSG00000263171	-1	17	7256006	7258263
RP11-104H15.7	ENSG00000262880	1	17	7323422	7347400
RP11-163E9.1	ENSG00000260993	-1	HG115_PATCH	102023745	102026017
PCDHB15	ENSG00000113248	1	5	140625147	140627799
hsa-mir-548o	ENSG00000263329	-1	HG115_PATCH	102049022	102049135
RP11-104H15.9	ENSG00000262624	-1	17	7339876	7340842
RP11-514P8.2	ENSG00000259872	-1	HG115_PATCH	102070098	102078060
SLC25A2	ENSG00000120329	-1	5	140682196	140683612
SLC28A1	ENSG00000156222	1	15	85427885	85518876
PI15	ENSG00000137558	1	8	75736772	75767264
FARP2	ENSG00000006607	1	2	242295658	242434256
CALR3	ENSG00000269058	-1	19	16589868	16607003
CCDC166	ENSG00000261246	-1	HG104_HG975_PATCH	144789522	144790224
ZBTB44	ENSG00000196323	-1	11	130096572	130184581
TAF7	ENSG00000178913	-1	5	140698057	140700330
UGT2B17	ENSG00000197888	-1	4	69402902	69434245
TMEM41A	ENSG00000163900	-1	3	185194284	185216845
CTD-3222D19.2	ENSG00000141979	-1	19	16589878	16739015
MAPK15	ENSG00000260463	1	HG104_HG975_PATCH	144798429	144804628
UGT2B15	ENSG00000196620	-1	4	69512348	69536346
RXRB	ENSG00000204231	-1	6	33161365	33168630
ACSM1	ENSG00000166743	-1	16	20634559	20710212
PPP3CA	ENSG00000138814	-1	4	101944566	102269435
LILRA3	ENSG00000170866	-1	19	54799854	54809952
CHI3L2	ENSG00000064886	1	1	111743393	111786062
C16orf3	ENSG00000221819	-1	16	90095316	90096309
CREB5	ENSG00000146592	1	7	28338940	28865511
PCDHGA1	ENSG00000204956	1	5	140710252	140892546
FHL3	ENSG00000183386	-1	1	38462442	38471278
C19orf44	ENSG00000105072	1	19	16607122	16632163
CDKN3	ENSG00000100526	1	14	54863567	54886936
CRISPLD1	ENSG00000121005	1	8	75896750	75946793
PRDM7	ENSG00000126856	-1	16	90122974	90158480
TMEM106C	ENSG00000134291	1	12	48357352	48362661
C6orf10	ENSG00000226892	-1	HSCHR6_MHC_DBB	32236325	32315209
RP11-104H15.8	ENSG00000263301	-1	17	7342478	7346646
PPT2	ENSG00000231618	1	HSCHR6_MHC_MCF	32197644	32216187
RP11-104H15.10	ENSG00000272884	1	17	7342825	7349285
LILRA5	ENSG00000187116	-1	19	54818353	54824409
BGLAP	ENSG00000242252	1	1	156211753	156213112
UTP11L	ENSG00000183520	1	1	38474930	38490496
PCDHGA2	ENSG00000081853	1	5	140718539	140892546
THUMPD1	ENSG00000066654	-1	16	20744986	20753406
TUBB8P7	ENSG00000261812	1	16	90159562	90162762
PCDHGA3	ENSG00000254245	1	5	140723601	140892546
IL17RD	ENSG00000144730	-1	3	57124010	57204334
LILRA4	ENSG00000239961	-1	19	54844456	54850421
RP11-468E2.2	ENSG00000259522	-1	14	24649601	24659622
TNC	ENSG00000041982	-1	9	117782806	117880536
ADAMTS8	ENSG00000134917	-1	11	130274820	130298888
RNF130	ENSG00000113269	-1	5	179338651	179499118
PCDHGB1	ENSG00000254221	1	5	140729828	140892546
UGT2B10	ENSG00000109181	1	4	69681711	69696914
ZBTB17	ENSG00000116809	-1	1	16268364	16302627
FSHR	ENSG00000170820	-1	2	49189296	49381676
AC104057.1	ENSG00000269558	-1	7	65112081	65113280
LRPPRC	ENSG00000138095	-1	2	44113647	44223144
DHX35	ENSG00000101452	1	20	37590942	37668366
VKORC1L1	ENSG00000196715	1	7	65338254	65424550
CHERP	ENSG00000085872	-1	19	16628700	16653341
ANO9	ENSG00000185101	-1	11	417933	442011
POU3F1	ENSG00000185668	-1	1	38509523	38512450
CASP7	ENSG00000165806	1	10	115438942	115490662
CCHCR1	ENSG00000204536	-1	6	31110216	31126015
PNMA6D	ENSG00000257088	-1	X	152243996	152245978
BTNL2	ENSG00000229741	-1	HSCHR6_MHC_DBB	32336148	32350396
UGT2A3	ENSG00000135220	-1	4	69794181	69817509
PNMA6B	ENSG00000203902	-1	X	152341458	152343394
RRAGC	ENSG00000116954	-1	1	39303870	39325495
BRF1	ENSG00000185024	-1	14	105675623	105781926
MAGEA1	ENSG00000198681	-1	X	152481522	152486115
OR2A4	ENSG00000180658	-1	6	132021520	132022635
CTAGE9	ENSG00000236761	-1	6	132029581	132032206
ERI2	ENSG00000196678	-1	16	20791515	20911671
NAPEPLD	ENSG00000161048	-1	7	102740223	102790007
Y_RNA	ENSG00000201489	-1	17	7440413	7440513
FAM83H	ENSG00000261380	-1	HG104_HG975_PATCH	144806103	144815971
ZNF275	ENSG00000063587	1	X	152599613	152625568
SENP3-EIF4A1	ENSG00000265500	1	17	7466604	7482033
DDX11L10	ENSG00000233614	1	16	61553	64093
ADAMTS15	ENSG00000166106	1	11	130318869	130346532
LMF2	ENSG00000100258	-1	22	50941376	50946135
